"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell shape"
3772,XM3,"DSM 6779, ATCC 51429, KCTC 15201",1,"Breznakibacter xylanolyticus",rod-shaped
23331,Kam1851,"DSM 22653, VKM B-2685",1,"Brockia lithotrophica",rod-shaped
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,"Brooklawnia cerclae",rod-shaped
134292,,"BCCN 94-74, NCTC 12891",1,"Brucella ceti",ovoid-shaped
1897,CA-34,"DSM 22292, CCUG 57879",1,"Brucella ciceri",dumbbell-shaped
1886,,"DSM 15295, CCUG 48291, CIP 107753, ISO Iso196, ISO 196",1,"Brucella gallinifaecis",rod-shaped
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,"Brucella grignonensis",rod-shaped
1893,,"DSM 22355, CCUG 38531, CIP 109452",1,"Brucella haematophila",rod-shaped
133528,"CPAM 6436, BO1","BCCN 09-01",1,"Brucella inopinata",ovoid-shaped
1888,,"DSM 17986, CIP 105838, LMG 3301, NCTC 12171, CCUG 24694, CNS 2-75",1,"Brucella intermedia",rod-shaped
134306,,"BCCN 07-01, CAPM 6434, CCM 4915",1,"Brucella microti",rod-shaped
1887,,"CCUG 54940, DSM 17471, MTCC 4195, NBRC 102588",1,"Brucella oryzae",rod-shaped
1899,08RB2639,"DSM 23868, CCM 7822, CCUG 60088",1,"Brucella pecoris",rod-shaped
134291,,"BCCN 94-73, NCTC 12890",1,"Brucella pinnipedialis",ovoid-shaped
1896,,"DSM 22207, CCUG 50899",1,"Brucella pituitosa",rod-shaped
1891,,"CCUG 55422, DSM 17490, CIP 109116, KCTC 22760, ADV 31",1,"Brucella pseudintermedia",rod-shaped
1892,,"DSM 22354, CCUG 30717, CIP 109451",1,"Brucella pseudogrignonensis",rod-shaped
1894,PR17,"DSM 19824, CCM 7493, CCUG 55411",1,"Brucella rhizosphaerae",rod-shaped
1895,AK220,"DSM 7216, CCM 7492, CCUG 55412",1,"Brucella thiophenivorans",rod-shaped
1884,SCII24,"DSM 13340, NBRC 102585, CCUG 47104, LMG 18957, UCCCB44",1,"Brucella tritici",rod-shaped
132528,F60,"DSM 101715, BCCN 09-2",1,"Brucella vulpis",coccus-shaped
140708,N62,"KCTC 42589, MCCC 1H00117",1,"Brumimicrobium aurantiacum",rod-shaped
133865,YH207,"KCCM 42331, JCM 14063",1,"Brumimicrobium mesophilum",rod-shaped
159793,LHR20,"KCTC 62372T, MCCC 1H00247",1,"Brumimicrobium salinarum",rod-shaped
18092,,"DSM 18758, ATCC BAA 1390, MPL 3",1,"Bryobacter aggregatus",coccus-shaped
141,,"DSM 22489, LMG 25276, SN 10",1,"Bryocella elongata",rod-shaped
160,,"DSM 20732, ATCC 35275, CIP 103149, CCUG 32937, CIP 103127, UCD 81-332-9",1,"Buchananella hordeovulneris",rod-shaped
22996,D9,"DSM 21983, CCM 7845",1,"Budvicia diplopodorum",rod-shaped
1983,ES0263A,"DSM 23435, CCUG 54561, LMG 24066",1,"Burkholderia arboris",rod-shaped
1989,J2956,"DSM 22706, CCUG 55526, LMG 23361",1,"Burkholderia contaminans",rod-shaped
1984,"AU1075, O85","DSM 23434, CCUG 54558, LMG 24065",1,"Burkholderia diffusa",rod-shaped
1947,"AU0645, R-5670","DSM 16088, CCUG 47727, LMG 18943",1,"Burkholderia dolosa",rod-shaped
1990,383,"DSM 23089, ATCC 17760, CCUG 55525, LMG 22485",1,"Burkholderia lata",rod-shaped
1985,,"DSM 23436, CCUG 54555, LMG 24064, FIRENZE 3",1,"Burkholderia latens",rod-shaped
1986,AU0553,"DSM 23519, CCUG 54567, LMG 24068",1,"Burkholderia metallica",rod-shaped
1974,C6786,"DSM 21774, CCUG 51349, CIP 110344, LMG 23618, NCTC 13387",1,"Burkholderia oklahomensis",rod-shaped
139753,"HST 245","DSM 103137, LMG 29660, Campa 1040",1,"Burkholderia puraquae",rod-shaped
1987,AU0475,"DSM 23518, CCUG 54564, LMG 24067",1,"Burkholderia seminalis",rod-shaped
141032,B15,"KCTC 52552, MCCC 1K03221",1,"Butyratibacter algicola",ovoid-shaped
158361,BB10,"DSM 104997, ATCC TSD-102",1,"Butyricicoccus porcorum",coccus-shaped
2871,25-3,"DSM 23266, CCUG 55265, LMG 24109",1,"Butyricicoccus pullicaecorum",coccus-shaped
158474,H184,"DSM 106867, JCM 33535, LMG 30602",1,"Butyricimonas faecalis",rod-shaped
133154,180-3,"DSM 105721, CCUG 65562, JCM 18676",1,"Butyricimonas faecihominis",coccus-shaped
,,,,,rod-shaped
12522,MT01,"DSM 23225, CCUG 56610, JCM 15148, KCTC 15147",1,"Butyricimonas synergistica",rod-shaped
12523,MT12,"DSM 23226, CCUG 56611, JCM 15149, KCTC 15148",1,"Butyricimonas virosa",rod-shaped
166365,Pla144,"DSM 104841, VKM B-3442",1,"Bythopirellula polymerisocia",other
22942,R27,"DSM 25160, CGMCC 1.11013, LMG 27580",1,"Caballeronia grimmiae",rod-shaped
133975,,"CCUG 63059, LMG 22934",1,"Caballeronia humi",rod-shaped
159714,RPE64,"NCIMB 15023, JCM 31142",1,"Caballeronia insecticola",rod-shaped
133976,,"CCUG 63060, LMG 22936",1,"Caballeronia telluris",rod-shaped
133974,,"CCUG 63062, LMG 22937",1,"Caballeronia terrestris",rod-shaped
23817,OP-1,"DSM 28073, CCTCC AB 2010354, KCTC 23300",1,"Caballeronia zhejiangensis",rod-shaped
132575,B157,"DSM 101100, NBRC 111400",1,"Caenibacillus caldisaponilyticus",rod-shaped
133087,CGII-59m2,"DSM 29806, NCAIM B.02615",1,"Caenimicrobium hargitense",rod-shaped
3027,EMB320,"DSM 17982, KCTC 12616",1,"Caenimonas koreensis",rod-shaped
166356,HX-9-20,"KCTC 72473, CCTCC AB 2019266",1,"Caenimonas sedimenti",rod-shaped
134240,"K92T, K92","KCTC 12839, JCM 14346",1,"Caenispirillum bisanense",spiral-shaped
133755,AK4,"MTCC 10963, JCM 17360",1,"Caenispirillum salinarum",ovoid-shaped
1222,AM-001,"DSM 16130, JCM 10596, CIP 109019",1,"Caldalkalibacillus mannanilyticus",rod-shaped
134179,HA6,"CGMCC 1.4242, JCM 13486",1,"Caldalkalibacillus thermarum",rod-shaped
1498,JW/WZ-YB58,"DSM 17740, ATCC BAA 1258",1,"Caldalkalibacillus uzonensis",rod-shaped
16797,K67,"DSM 18923, VKM B-2408",1,"Caldanaerobacter uzonensis",rod-shaped
16851,JW/YJL-F3,"DSM 17918, ATCC BAA 1278",1,"Caldanaerobius fijiensis",rod-shaped
16902,"JW-Sb4, JW/SA-NV4","DSM 18802, ATCC BAA 1454",1,"Caldanaerovirga acetigignens",rod-shaped
24651,KKC1,"DSM 26464, NBRC 109353",1,"Calderihabitans maritimus",rod-shaped
1324,Tf,"DSM 16016",1,"Caldibacillus debilis",rod-shaped
18022,Z-1320,"DSM 6725, ATCC BAA 1888, KCTC 15123, KCTC 4509, KCTC 4512",1,"Caldicellulosiruptor bescii",rod-shaped
18028,108,"DSM 18901, VKM B-2411",1,"Caldicellulosiruptor hydrothermalis",rod-shaped
18026,I77R1B,"DSM 12137, ATCC 700853",1,"Caldicellulosiruptor acetigenus",rod-shaped
18029,2002,"DSM 18902, VKM B-2412",1,"Caldicellulosiruptor kronotskyensis",rod-shaped
18024,6A,"DSM 9545",1,"Caldicellulosiruptor acetigenus",rod-shaped
140656,OB47,"ATCC BAA 2073, JCM 16842",1,"Caldicellulosiruptor obsidiansis",rod-shaped
23443,D2C22,"DSM 24605, JCM 17646",1,"Caldicoprobacter guelmensis",rod-shaped
17803,JW/HY-331,"DSM 21659, ATCC BAA 1711",1,"Caldicoprobacter oshimai",rod-shaped
16896,DS,"DSM 19393, VKM B-2460",1,"Caldimicrobium rimae",rod-shaped
132490,TF1,"DSM 29380, NBRC 110713",1,"Caldimicrobium thiodismutans",rod-shaped
2090,IC-154,"DSM 15908, ANMR 0165, JCM 11604, MCC-UPLB 1331",1,"Caldisphaera lagunensis",coccus-shaped
1562,YMO81,"DSM 45223, ATCC BAA 1462, JCM 14719, FERM P-18598",1,"Calditerricola satsumensis",rod-shaped
1563,YMO722,"DSM 45224, ATCC BAA 1461, JCM 14720",1,"Calditerricola yamamurae",rod-shaped
3846,Yu37-1,"DSM 19672, NBRC 101217",1,"Calditerrivibrio nitroreducens",ovoid-shaped
18091,MC,"DSM 21940, VKM B-2536",1,"Caldithrix palaeochoryensis",rod-shaped
158567,,"KCTC 52714, CGMCC 1.16330, YIM 72346",1,"Caldovatus sediminis",ovoid-shaped
140587,R161,"JCM 31558, KACC 18906, KEMB 9005-404",1,"Calidifontibacter terrae",coccus-shaped
2523,RC3,"DSM 22476, JCM 15081, KCTC 5601",1,"Caloramator australicus",rod-shaped
2525,45B,"DSM 22065, CCUG 57396",1,"Caloramator boliviensis",rod-shaped
2520,Z,"DSM 12679, KCTC 15121",1,"Caloramator coolhaasii",filament-shaped
,,,,,rod-shaped
2518,Rt4-B1,"DSM 5463, ATCC 43204, KCTC 15126",1,"Clostridium fervidum",rod-shaped
2524,VF08,"DSM 25793, JCM 15828, KCTC 5735",1,"Caloramator mitchellensis",curved-shaped
,,,,,rod-shaped
22962,,"DSM 22093, CMPUJ U833, USBA A",1,"Caloramator quimbayensis",rod-shaped
18088,SGL43,"DSM 23830, VKM B-2670",1,"Caloribacterium cisternae",rod-shaped
140271,KR,"DSM 101605, VKM B-3022",1,"Calorithrix insularis",rod-shaped
166387,"V22, AV28","DSM 29767, LMG 29080",1,"Calycomorphotria hydatis",other
1675,"B1252, UK34/07-5","DSM 24741, CCM 7941, CCUG 61094, CIP 110303",1,"Camelimonas abortus",rod-shaped
1674,"M 2040","DSM 22958, CCM 7696, CCUG 58638",1,"Camelimonas lactis",rod-shaped
158813,THG-YT1,"KACC 19471, CGMCC 1.16306",1,"Camelliibacillus cellulosilyticus",rod-shaped
10428,TB-2,"DSM 16658, JCM 12641",1,"Caminibacter mediatlanticus",rod-shaped
10427,CR,"DSM 15016, JCM 11957",1,"Caminibacter profundus",rod-shaped
166274,CA656,"CCUG 73571, CIP 111675",1,"Campylobacter armoricus",rod-shaped
133481,86/06,"LMG 24591, CCUG 56292",1,"Campylobacter avium",spiral-shaped
2139,L266,"DSM 22948, CCUG 54429, LMG 24001, LMG 54429, KCTC 15211",1,"Campylobacter canadensis",ovoid-shaped
,,,,,pleomorphic-shaped
2140,150B,"CIP 110020, DSM 23162, CCUG 56289, LMG 24588",1,"Campylobacter cuniculorum",rod-shaped
140238,RC20,"DSM 102159, LMG 29375",1,"Campylobacter geochelonis",rod-shaped
2138,CH001A,"DSM 21671, CCUG 45161, CIP 107682, LMG 19568, NCTC 13146",1,"Campylobacter hominis",rod-shaped
2137,80-4577-4,"DSM 19053, ATCC 35217, CCUG 14169, CIP 103750, LMG 7817, NCTC 11608, LMG 6445",1,"Campylobacter hyointestinalis subsp. hyointestinalis",rod-shaped
2132,,"DSM 17739, CCUG 48653, CIP 108590, NCTC 12927",1,"Campylobacter insulaenigrae",rod-shaped
140602,WBE38,"CECT 9147, LMG 29815, CCUG 69482",1,"Campylobacter ornithocola",rod-shaped
140488,,"CCUG 69570, LMG 29472, RM 17260, DSM 112337",1,"Campylobacter pinnipediorum",rod-shaped
2136,"SU A4","DSM 19458, ATCC 51146, CCUG 30254, JCM 12989, CIP 103970, KCTC 15202, LMG 12635",1,"Campylobacter showae",rod-shaped
2125,"Paris, Waterleo","DSM 5363, ATCC 33562, CCUG 11289, CIP 53.103, LMG 6447, NCTC 11367, CIP 53103, KCTC 15210",1,"Campylobacter sputorum subsp. bubulus",rod-shaped
2130,S-17,"LMG 7795, LMG 6450, KCTC 15215, DSM 10535, ATCC 35980, CCUG 9728, CIP 103749, NCTC 11528, KCTC 2682, VPI S-17",1,"Campylobacter sputorum subsp. sputorum",rod-shaped
133526,R-3023,"LMG 24377, CCUG 38513",1,"Campylobacter subantarcticus",rod-shaped
2126,"Ursing C231","LMG 7796, KCTC 15213, DSM 5365, ATCC 43954, CCUG 14913, LMG 8850, NCTC 11541",1,"Campylobacter upsaliensis",rod-shaped
2141,,"DSM 25354, CCUG 57498, LMG 24380",1,"Campylobacter volucris",rod-shaped
390,BZ59,"DSM 22805, CGMCC 1.10190, LMG 26046",1,"Candidimonas bauzanensis",rod-shaped
5495,,"DSM 22902, CCUG 51857, NCTC 13375, AHN 8855",1,"Capnocytophaga leadbetteri",rod-shaped
17981,,"DSM 23132, VKM B-2609, SLM 61",1,"Carboxydocella manganica",rod-shaped
17980,Kar,"DSM 16521, VKM B-2358",1,"Carboxydocella sporoproducens",rod-shaped
16810,Ug1,"DSM 23698, NBRC 107576",1,"Carboxydothermus pertinax",rod-shaped
16808,1315,"DSM 21278, VKM B-2474, VKPM 9905B",1,"Carboxydothermus siderophilus",rod-shaped
133257,Q15,"CICC 23923, KCTC 42707",1,"Carboxylicivirga flava",rod-shaped
158815,JR1,"MCCC 1K03323, KCTC 52869",1,"Carboxylicivirga sediminis",rod-shaped
158403,CP-1,"DSM 103363, CGMCC 1.15643",1,"Carnobacterium antarcticum",rod-shaped
2271,MS3,"DSM 23388, JCM 15539, KCTC 13251",1,"Carnobacterium jeotgali",rod-shaped
349,Ho-11,"DSM 22240, KCTC 12197, LMG 23411",1,"Castellaniella caeni",rod-shaped
351,MJ06,"DSM 25289, JCM 16240, KCTC 22454",1,"Castellaniella daejeonensis",rod-shaped
348,NKNTAU,"CIP 109221, DSM 11046, CCUG 39541",1,"Castellaniella denitrificans",rod-shaped
350,,"DSM 23970, JCM 15515, KCTC 22398, DCY 36",1,"Castellaniella ginsengisoli",rod-shaped
22904,E103,"DSM 25756, CCUG 62394, LMG 26910",1,"Castellaniella hirudinis",rod-shaped
7856,2-70(23),"DSM 44899, JCM 12949, NBRC 107357, CGMCC 4.5498, CIP 109161",1,"Catellatospora bangladeshensis",rod-shaped
7857,2-25(1),"DSM 44900, JCM 12950, NBRC 107358, CGMCC 4.5499, CIP 109162",1,"Catellatospora chokoriensis",rod-shaped
7858,2-29(17),"DSM 44901, JCM 12951, NBRC 107359, CIP 109163",1,"Catellatospora coxensis",rod-shaped
5252,,"DSM 18331, CCUG 49459, CIP 108575, SAC M35/04/3",1,"Catellicoccus marimammalium",coccus-shaped
139755,CG19-1,"DSM 106146, CCUG 71490, JCM 33534",1,"Catenibacillus scindens",rod-shaped
140748,D2,"KCTC 42869, MCCC 1H00129",1,"Catenovulum sediminis",rod-shaped
17636,"ID 139908","DSM 44928, NRRL B-24433, JCM 14897, BCRC 16841, CIP 109381, NBRC 102108",1,"Catenulispora acidiphila",rod-shaped
23350,BR-34,"DSM 45863, KACC 15070, NBRC 107755",1,"Catenulispora graminis",rod-shaped
17637,Aac-30,"DSM 44948, JCM 16000, NBRC 101179",1,"Catenulispora rubra",rod-shaped
166388,Pan44,"DSM 29405, LMG 29788",1,"Caulifigura coniformis",other
133973,H-E3-2,"KCTC 32211, JCM 18689",1,"Caulobacter daechungensis",rod-shaped
140721,THG-AG3.4,"KACC 18849, CCTCC AB 2016077, CCUG 72326",0,"Caulobacter hibisci",rod-shaped
140608,7F14,"CGMCC 1.15915, KCTC 52515",1,"Caulobacter rhizosphaerae",rod-shaped
132488,,"DSM 101949, CCUG 39713",1,"Caviibacter abscessus",rod-shaped
158348,7.3,"DSM 105478, CCUG 16493",1,"Caviibacterium pharyngocola",pleomorphic-shaped
24724,RQ-33,"DSM 21411, LMG 24596",1,"Cecembia calidifontis",rod-shaped
133802,LW9,"CCUG 58316, KCTC 22772",1,"Cecembia lonarensis",rod-shaped
23239,L-6,"DSM 27375, CCUG 60799, KCTC 23497",1,"Celeribacter baekdonensis",ovoid-shaped
13861,ZXM137,"DSM 26270, CGMCC 1.8891, LMG 24854",1,"Celeribacter halophilus",rod-shaped
13855,"H 14","DSM 26471, CIP 109922, KMM 6012",1,"Celeribacter neptunius",rod-shaped
140857,SBU1,"MCCC 1A00672, DSM 100434",1,"Celeribacter persicus",rod-shaped
17835,S-G2-2,"DSM 18577, ATCC BAA 1368",1,"Celerinatantimonas diazotrophica",rod-shaped
24746,C7,"DSM 21888, VKM B-2511",1,"Celerinatantimonas yamalensis",rod-shaped
2373,5420S-23,"DSM 18649, KACC 20692, JCM 16376, NBRC 106308",1,"Cellulomonas aerilata",ovoid-shaped
166213,TKZ-21,"NBRC 112905, TBRC 8129",1,"Cellulomonas algicola",rod-shaped
2369,69B4,"DSM 16987, CIP 108683, JCM 30720",1,"Cellulomonas bogoriensis",rod-shaped
2375,T26,"DSM 26485, CCTCC AB 2010450, CGMCC 1.10786, KCTC 19824, JCM 19664, NBRC 110798",1,"Cellulomonas carbonis",rod-shaped
2372,XBU-b,"DSM 17922, KCTC 19133, JCM 16927, NBRC 110799",1,"Cellulomonas chitinilytica",rod-shaped
2371,TR7-06,"DSM 25222, JCM 14898, KCTC 19030, NBRC 100758",1,"Cellulomonas composti",rod-shaped
2352,133,"DSM 20113, ATCC 484, NCIB 8980, NCTC 7547, CCUG 24087, JCM 1341, BCRC 14867, CECT 4283, CFBP 4254, CGMCC 1.1900, CIP 102114, HAMBI 93, IAM 12107, IFO 15513, IMET 10687, KCTC 1436, LMG 16345, NBRC 15513, NCAIM B.01386, NCCB 29016, NCIMB 11341, NCIMB 8980, VKM Ac-1411, VTT E-93020",1,"Cellulomonas fimi",rod-shaped
2354,134,"DSM 20109, ATCC 482, CCM 1926, NCIB 8073, CCUG 28996, JCM 18109, BCRC 11376, BUCSAV 180, CCUG 12162, CFBP 4223, CGMCC 1.1914, CIP 82.10, IAM 12109, IFO 3754, IFO 3775, IMET 10357, IMSNU 21278, JCM 1489, JCM 20412, KCCM 21192, KCTC 1038, KCTC 9104, LMG 16263, NBRC 3754, NBRC 3775, NCAIM B.01383, NCIMB 8073, PCM 2333, VKM Ac-1137",1,"Cellulomonas flavigena",rod-shaped
140657,,"ATCC 13127",1,"Cellulomonas gilvus",rod-shaped
23832,FXJ8.089,"DSM 24960, CGMCC 4.6945, NBRC 110784, JCM 30777",1,"Cellulomonas marina",coccus-shaped
2376,Kc5,"DSM 24482, JCM 17534, NBRC 109435",1,"Cellulomonas oligotrophica",rod-shaped
2377,Kc1,"DSM 24484, JCM 17535, NBRC 109434",1,"Cellulomonas soli",rod-shaped
2370,"DB 5","DSM 17791, KCTC 19081, NBRC 100819, JCM 14899, CIP 108880",1,"Cellulomonas terrae",rod-shaped
2368,XIL11,"DSM 16933, CECT 5729, LMG 21723, JCM 14281, CIP 108340, NBRC 101102",1,"Cellulomonas xylanilytica",rod-shaped
5500,IC166,"DSM 14237, ACAM 630",1,"Cellulophaga algicola",rod-shaped
5501,NN015840,"DSM 24729, ATCC 700862, CIP 106307, LMG 18535, NCIMB 13610",1,"Cellulophaga baltica",rod-shaped
133730,M-M6,"KCTC 23498, CCUG 60801",1,"Cellulophaga geojensis",rod-shaped
5499,"LIM -21","DSM 7489, ATCC 23178, IAM 14306, Cy l20, JCM 8516, CECT 5014, CIP 103822, IFO 14961, KCTC 2913, KCTC 2914, LMG 1344, LMG 8371, NBRC 14961, NCIMB 1423, VKM B-1433",1,"Cellulophaga lytica",rod-shaped
133654,,"JCM 11735, LMG 21938, KMM 3664, CIP 108317, NBRC 101531",1,"Cellulophaga pacifica",rod-shaped
5503,EM41,"DSM 21164, KCTC 22297",1,"Cellulophaga tyrosinoxydans",rod-shaped
133658,A6,"TISTR 1915, KCTC 5874",1,"Cellulosibacter alkalithermophilus",rod-shaped
6375,RHM5,"DSM 5427, ATCC 49066, KCTC 15127, NCIMB 11756, NCIB 11756",1,"Cellulosilyticum lentocellum",curved-shaped
,,,,,rod-shaped
133558,H1,"CGMCC 1.5065, JCM 14822, DSM 23859",1,"Cellulosilyticum ruminicola",rod-shaped
12581,"C8821, W6122","DSM 16025, ATCC BAA 886, CCUG 50705, JCM 14302, CIP 108915, NBRC 104118, VTT E-072700",1,"Cellulosimicrobium funkei",rod-shaped
12582,DS-61,"DSM 18665, KCTC 19206, JCM 15619, NBRC 106259",1,"Cellulosimicrobium terreum",coccus-shaped
140697,MVW-40,"BCRC 80977, LMG 29557, KCTC 52237",1,"Cellvibrio fontiphilus",rod-shaped
140658,,"NCDO 2697, NCIMB 10462",1,"Cellvibrio japonicus",rod-shaped
140168,CV41,"DSM 100879, ATCC TSD-39, NCIMB 15005",1,"Cephaloticoccus capnophilus",coccus-shaped
140800,CAG34,"NCIMB 15004, ATCC TSD-38",1,"Cephaloticoccus primus",coccus-shaped
1325,BLxT,"DSM 15825, IAM 15044, JCM 21507, KCTC 3815",1,"Cerasibacillus quisquiliarum",rod-shaped
134262,YM26-026,"MBIC 082805, KCTC 12870",1,"Cerasicoccus arenae",coccus-shaped
13656,JA139,"DSM 18774, CCUG 53722, JCM 14338, BCRC 80280, KCTC 5728",1,"Cereibacter changlensis",ovoid-shaped
,,,,,rod-shaped
133666,311,"CCTCC AB 207142, KACC 15456",1,"Cesiribacter roseus",rod-shaped
166151,PRB40,"MCC 3406, GDMCC 1.1197, KCTC 52678, LMG 29985",1,"Chakrabartia godavariana",rod-shaped
158533,SM1355,"JCM 30336, CCTCC AB 2014246",1,"Changchengzhania lutea",rod-shaped
132550,RB-25,"DSM 28811, LMG 28304",1,"Chania multitudinisentens",rod-shaped
133790,Nis3,"JCM 17863, KCTC 23707",1,"Chelativorans composti",ovoid-shaped
11897,,"DSM 9103, VKM B-2394",1,"Chelativorans multitrophicus",rod-shaped
133437,LPM-4,"VKM B-2395, DSM 19276",0,"Chelativorans multitrophicus",rod-shaped
1652,TE2,"DSM 6462, ATCC 51531",1,"Chelatococcus asaccharovorans",coccus-shaped
133085,PC-2,"DSM 101465, CGMCC 1.15283",1,"Chelatococcus composti",rod-shaped
1654,K106,"DSM 22069, CCUG 54519, KCTC 12979",1,"Chelatococcus daeguensis",rod-shaped
133219,B2974,"DSM 105737, JCM 30308, CGMCC 1.12919",1,"Chelatococcus reniformis",other
1653,HT4,"DSM 18167, JCM 14988",1,"Chelatococcus sambhunathii",rod-shaped
11756,1662,"DSM 21392, CCUG 55632",1,"Chelonobacter oris",rod-shaped
132989,,"DSM 100641, CCTCC AB 2015175, KCTC 42661, CHL 1",1,"Chenggangzhangella methanolivorans",rod-shaped
166177,YPA3-1-1,"MCCC 1A14042, KCTC 43019",1,"Chengkuizengella marina",rod-shaped
140684,J15A17,"KCTC 33759, MCCC 1H00137",1,"Chengkuizengella sediminis",rod-shaped
24683,CC-YHH031,"DSM 24163, BCRC 80273, JCM 17639, CECT 9202, DSM 24137",1,"Chiayiivirga flava",rod-shaped
,,,,,spiral-shaped
10448,TNR-14,"DSM 22217, BCRC 17968, LMG 25206",1,"Chitinibacter alvei",rod-shaped
133181,STM-7,"BCRC 80923, LMG 29289, KCTC 42982, DSM 107335",1,"Chitinibacter fontanus",rod-shaped
10447,S1,"DSM 15459, BCRC 17254",1,"Chitinibacter tainanensis",rod-shaped
10523,c14,"DSM 21506, BCRC 17533, LMG 23346",1,"Chitinilyticum aquatile",rod-shaped
10524,c1,"DSM 21440, BCRC 17609",1,"Chitinilyticum litopenaei",rod-shaped
158568,H2,"KCTC 52574, LMG 29894",1,"Chitinimonas lacunae",rod-shaped
23450,KL-9,"DSM 27165, BCRC 80168, LMG 25530",1,"Chitinivorax tropicus",rod-shaped
166466,T22,"ACCC 60125, KCTC 62518",1,"Chitinophaga alhagiae",rod-shaped
159860,13,"CICC 24262, KCTC 62265",1,"Chitinophaga caeni",rod-shaped
133826,"R156-2, RI56-2","ACCC 05363, KCTC 23738",1,"Chitinophaga cymbidii",rod-shaped
166493,XJ-2,"KCTC 62443, CCTCC AB 2018019",1,"Chitinophaga deserti",rod-shaped
17747,M1-09,"DSM 18108, KCTC 12654, Gsoil 040",1,"Chitinophaga ginsengisegetis",rod-shaped
17746,M1-22,"DSM 18107, KCTC 12592, Gsoil 052",1,"Chitinophaga ginsengisoli",rod-shaped
158622,Ktm-2,"KEMB 9005-693, KACC 19388, JCM 32158",1,"Chitinophaga humicola",rod-shaped
166525,ZY74,"CCTCC AB 2018369, KCTC 72039",1,"Chitinophaga lutea",rod-shaped
17750,JS13-10,"DSM 24787, JCM 15440, KACC 12952, NBRC 106412, UCCCB101",1,"Chitinophaga niabensis",rod-shaped
17751,JS16-4,"DSM 24859, JCM 15441, KACC 12954",1,"Chitinophaga niastensis",rod-shaped
133769,YC7001,"KACC 14533, JCM 16595, NBRC 109756",1,"Chitinophaga oryziterrae",rod-shaped
159794,LY-1,"CCTCC AB 2018018, KCTC 62444",1,"Chitinophaga parva",rod-shaped
17740,,"DSM 2588, ATCC 43595, IFO 15968, NBRC 15968, UQM 2034",1,"Chitinophaga pinensis",rod-shaped
140710,T16R-86,"KACC 18790, JCM 31600",1,"Chitinophaga rhizosphaerae",rod-shaped
17752,CS5-B1,"DSM 21039, KCTC 22170",1,"Chitinophaga rupis",rod-shaped
140711,TFL-3,"ACCC 19966, KCTC 52590",1,"Chitinophaga sedimenti",rod-shaped
166453,K20C18050901,"GDMCC 1.1411, KCTC 62860",1,"Chitinophaga silvisoli",rod-shaped
17749,KP01,"DSM 23920, KCTC 12836, LMG 24015, CIP 109744",1,"Chitinophaga terrae",rod-shaped
159706,10-7W-9003,"GDMCC 1.1252, KACC 19415, KCTC 52926",1,"Chitinophaga varians",filament-shaped
,,,,,rod-shaped
2396,4930,"DSM 1677",1,"Chlorobaculum limnaeum",rod-shaped
2397,,"DSM 263",1,"Chlorobaculum parvum",rod-shaped
,,,,,vibrio-shaped
2398,6230,"DSM 249, VKM B-3634, NBRC 106566",1,"Chlorobaculum thiosulfatiphilum",rod-shaped
133098,isl-2,"DSM 29225, JCM 30533, VKM B-2978",1,"Chloroflexus islandicus",filament-shaped
24747,,"DSM 22607, JCM 16072, YIT 12065, KCTC 15498",1,"Christensenella minuta",rod-shaped
133287,IITR-71,"MTCC 11059, JCM 30068, KCTC 52433",1,"Chromobacterium alkanivorans",rod-shaped
10453,CC-SEYA-1,"DSM 19852, BCRC 17769, CCUG 55175",1,"Chromobacterium aquaticum",rod-shaped
10452,,"DSM 19808, CCUG 53230, JCM 14163, MDA 0585",1,"Chromobacterium haemolyticum",rod-shaped
164146,,"JCM 31884, NRRL B-67132, IIBBL 112-1",1,"Chromobacterium phragmitis",rod-shaped
10454,,"DSM 23278, CCM 3329, LMG 3947, CCUG 30097",1,"Chromobacterium piscinae",rod-shaped
133161,,"LAM 1188, ACCC 19900, JCM 31180",1,"Chromobacterium rhizoryzae",rod-shaped
10451,PRAA4-1,"DSM 17043, NRRL B-30655",1,"Chromobacterium subtsugae",rod-shaped
23150,MWU205,"DSM 25150, ATCC BAA 2314",1,"Chromobacterium vaccinii",rod-shaped
10455,"strain Lewitus","DSM 23279, CCM 2076, LMG 3953, NCTC 8182",0,"Chromobacterium violaceum",rod-shaped
134283,43,"CECT 7219, CCM 7416",1,"Chromohalobacter japonicus",rod-shaped
6001,"4N, LTS-4N","DSM 14323, CECT 5315",1,"Chromohalobacter nigrandesensis",rod-shaped
6000,LV4,"DSM 15547, ATCC BAA 761, CCUG 47987, CIP 108589",1,"Chromohalobacter sarecensis",rod-shaped
134065,KM,"ATCC BAA 2160, NRRL B-59516, KCTC 23297",1,"Chryseobacterium angstadtii",rod-shaped
133494,"NF 1366","CCUG 52764, CIP 109762",1,"Chryseobacterium anthropi",rod-shaped
134323,"Oct-46, 10-46","KCTC 12483, CECT 7302",1,"Chryseobacterium aquaticum",rod-shaped
