"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Ability of spore formation"
1346,MSS-402,"DSM 17110, KCTC 3957, JCM 12929",1,"Halobacillus yeomjeoni",1
134335,HPC1-2,"BCC 24372, JCM 14661, PCU 302",0,"Halobacterium salinarum",0
134189,100A6,"JCM 12892, ACM 5227, CIP 109336",1,"Halococcus hamelinensis",0
4153,"NMRC 101113, C/L 2","DSM 17456, JCM 14577, NBRC 101113",1,"Halodesulfovibrio marinisediminis",0
13515,,"DSM 45207, CCTCC AB 208140, YIM 93221",1,"Haloechinothrix alba",0
,,,,,1
13270,,"DSM 45216, KCTC 19403, YIM 93223, JCM 18118",1,"Haloechinothrix halophila",1
133813,"JE 22-4M","KCTC 23578, CCUG 61920, CAU 1074",1,"Haloferula chungangensis",0
134079,YM23-227,"MBIC 08299, KCTC 22198",1,"Haloferula harenae",0
134082,05IJR531,"MBIC 08342, KCTC 22199",1,"Haloferula helveola",0
134081,AK18024,"MBIC 08341, KCTC 22200",1,"Haloferula phyci",0
134080,06SJR1-1,"MBIC 08340, KCTC 22201",1,"Haloferula rosea",0
134083,MN1-1037,"MBIC 08343, KCTC 22202",1,"Haloferula sargassicola",0
132386,ZC-CMC3,"DSM 103556, CCTCC AB 2013104, JCM 19210, KCTC 15321",1,"Haloimpatiens lingqiaonensis",0
134325,H-5,"CGMCC AS1.6843, NBRC 103919",1,"Halolactibacillus alkaliphilus",0
1357,M2-2,"DSM 17073, IAM 15242, NBRC 100868, NRIC 0628, JCM 21694",1,"Halolactibacillus halophilus",0
1358,M23-1,"DSM 17074, IAM 15247, NBRC 100873, NRIC 0633",1,"Halolactibacillus miurensis",0
5875,AL-5,"DSM 19301, CECT 7257",1,"Halomicrobium mukohataei",0
140276,56-L4-10aEn,"DSM 103354, CICC 11012s",1,"Halomonas alkalicola",0
6043,FP35,"DSM 16096",1,"Halomonas anticariensis",0
6040,"1723a, Althf1","DSM 15723, ATCC BAA 802, CECT 5812, KCTC 22194, CCM 7103",1,"Halomonas axialensis",0
133780,NTU-107,"BCRC 17999, KCTC 22876, JCM 16084",1,"Halomonas beimenensis",0
6067,SP4,"DSM 23438, CECT 7282, LMG 24145",1,"Halomonas cerina",0
134359,DQD2-30,"CGMCC 1.6443, LMG 23896",1,"Halomonas daqingensis",0
6049,M29,"DSM 18045, CIP 109894",1,"Halomonas denitrificans",0
133446,5CR,"CECT 7341, LMG 24455",1,"Halomonas fontilapidosi",0
6051,M12,"DSM 18042, CIP 109897",1,"Halomonas gomseomensis",0
6054,SL014B-69,"DSM 23417, CGMCC 1.6133, LMG 23610",1,"Halomonas gudaonensis",0
6073,W1025,"DSM 21196, KCTC 22154",1,"Halomonas hamiltonii",0
6041,"1878c, Slthf2","DSM 15725, ATCC BAA 800, CECT 5814",1,"Halomonas hydrothermalis",0
6063,Sp8,"DSM 19980, CCM 7522, CECT 7331",1,"Halomonas ilicicola",0
6050,M24,"DSM 18043, CIP 109896",1,"Halomonas janggokensis",0
6074,T68687,"DSM 21197, KCTC 22157",1,"Halomonas johnsoniae",0
6047,SS20,"DSM 23530, JCM 12237, KCTC 12127, CIP 108635",1,"Halomonas koreensis",0
6060,XK1,"DSM 19633, CGMCC 1.6981",1,"Halomonas korlensis",0
6062,BH843,"DSM 17892, KCTC 12584",1,"Halomonas kribbensis",0
6070,,"DSM 23508, CCTCC AB 206093, KCTC 12847, YIM 91125",1,"Halomonas lutea",0
133225,Q1U,"CGMCC 1.15122, KCTC 42517",1,"Halomonas lutescens",0
158781,YU-PRIM-29,"LMG 28855, CCM 8737",1,"Halomonas malpeensis",0
6038,A1,"DSM 15720",1,"Halomonas neptunia",0
158384,G8648,"DSM 105749",1,"Halomonas nigrificans",0
6068,11S,"DSM 23437, CECT 7281, LMG 24185",1,"Halomonas nitroreducens",0
134084,,"CGMCC 1.6774, JCM 14803, BC 7",1,"Halomonas salifodinae",0
166135,,"MTCC 12313, LMG 30344, SBS 10",1,"Halomonas sambharensis",0
133160,CPS11,"KACC 18262, NBRC 110636",1,"Halomonas sediminicola",0
6075,S18214,"DSM 21198, KCTC 22148",1,"Halomonas stevensii",0
6039,"Esulfide1, NZp","DSM 15722",1,"Halomonas sulfidaeris",0
6045,"BH539, 29.101","DSM 16463, CIP 109003, KCTC 12284",1,"Halomonas taeanensis",0
6076,BH1,"DSM 22872, ATCC BAA 1257, CECT 7585, JCM 16411, LMG 25388",1,"Halomonas titanicae",0
6077,SV325,"DSM 21020, LMG 24332",1,"Halomonas vilamensis",0
6072,,"DSM 21076, CCTCC AB 208031, KCTC 22279, JSM 078169",1,"Halomonas zhanjiangensis",0
5952,31-hong,"DSM 23496, CGMCC 1.2670, JCM 13560, KCTC 4073",1,"Halorubrum aidingense",0
5953,SF3-213,"DSM 19288, CECT 7256, JCM 14715",1,"Halorubrum californiense",0
5947,"5'1, 5.1","DSM 17463, CECT 7099",1,"Halorubrum ezzemoulense",0
23052,BG-1,"DSM 19804, JCM 14978, CECT 7322, CGMCC 1.7018, KCTC 4068",1,"Halorubrum kocurii",0
5951,9-3,"DSM 21995, CGMCC 1.5332, JCM 13559, KCTC 4069",1,"Halorubrum lipolyticum",0
5852,,"DSM 15505, UNIQEM U233, HGD 1-3",1,"Halospina denitrificans",0
5970,194-10,"DSM 22427, JCM 16110, CECT 7536",1,"Halostagnicola kamekurae",1
5969,XH-48,"DSM 17691, CECT 7116, CGMCC 1.5338, JCM 13463",1,"Halostagnicola larsenii",0
134201,AX-7,"CGMCC 1.5333, JCM 13563",1,"Natrinema limicola",0
134202,ABH32,"CGMCC 1.5334, JCM 13562",1,"Natrinema longum",0
5887,XH-65,"DSM 18196, CGMCC 1.6203, JCM 13891",1,"Haloterrigena salina",0
6089,"c2, ParkerX, X","DSM 15147, NCIMB 8539, CIP 104769",1,"Halothiobacillus neapolitanus",0
6007,,"DSM 15503, UNIQEM U232, HGD 3",1,"Halovibrio denitrificans",0
134166,EJ-46,"CGMCC 1.4248, CECT 7098, JCM 14624",1,"Halovivax asiaticus",0
166127,W1-2-3,"KACC 18307, LMG 28594",1,"Hankyongella ginsenosidimutans",0
7229,"S 113","DSM 18984, CCTCC AB 206143, KCTC 12880",1,"Hansschlegelia zhihuaiae",0
133200,LIP-5,"CCTCC AB 2015365, KCTC 42956",1,"Haoranjiania flava",0
132644,V20-281a,"DSM 100433, CECT 8892",1,"Harryflintia acetispora",1
2601,Weinberg,"DSM 2158, ATCC 19401, BCRC 10644, CCUG 4854, CIP 103713, CN 1693, JCM 1403, NCIMB 503, NCTC 503, CECT 4109, KCTC 5010",1,"Hathewaya histolytica",1
2613,"A 46","DSM 1400, ATCC 25620, ATCC 25760, NCIB 10638, CCUG 24037, VPI 2700, JCM 1427, BCRC 14513, CECT 4329, NCIMB 10638",1,"Hathewaya limosa",1
2648,CG,"DSM 3090, ATCC 49002",1,"Hathewaya proteolytica",1
3920,6401990,"DSM 23040, CCUG 53859, CIP 109418, CSUR P17, JCM 30721",1,"Helcobacillus massiliensis",0
17992,,"DSM 17243, CCUG 47334, CIP 108183",1,"Helcococcus sueciensis",0
141061,"A 19","DSM 28990, LMG 28471",1,"Helicobacter apri",0
134274,M50,"LMG 23839, CCUG 53816",1,"Helicobacter baculiformis",0
134160,JKM4,"LMG 23188",1,"Helicobacter cynogastricus",0
134194,EqF1,"LMG 23362, CCUG 52199",1,"Helicobacter equorum",0
6103,"231, CLO-2","DSM 7491, ATCC 35684, CCUG 18820, LMG 7546, NCTC 11612, CIP 103758, KCTC 15214",1,"Helicobacter fennelliae",0
6110,ASB3,"DSM 23983",0,"Helicobacter heilmannii",0
6109,HS1,"DSM 19735, LMG 23995",1,"Helicobacter suis",0
6220,26III/A02/215,"DSM 19091, CIP 109500, OOB 269",1,"Hellea balneolensis",0
133491,P38,"CCTCC AB 208227, LMG 24711, MCCC 1A01086",1,"Henriciella aquimarina",0
6222,SD10,"DSM 22014, KACC 13700",1,"Henriciella litoralis",0
166333,"AB 2018017, WT00C","KCTC 62527",1,"Herbaspirillum camelliae",0
11365,N3,"DSM 17495, CIP 109904, LMG 23131, UCCCB12",1,"Herbaspirillum hiltneri",0
7512,,"DSM 26474, NBRC 16403, VKM Ac-2058",1,"Herbiconiux flava",0
7509,wged11,"DSM 19088, CGMCC 4.3491, JCM 13908, NBRC 104580, CIP 109552, KCTC 19440",1,"Herbiconiux ginsengi",0
158775,PS42-9,"BCC 46909, NBRC 108780",1,"Herbidispora soli",1
16509,,"DSM 45214, BCC 49353, CCTCC AA 208019, JCM 16900, NBRC 106571, TBRC 193, YIM 65070, BCRC 16898",0,"Herbidospora cretacea",1
133559,0385M-1,"FIRDI 004, BCRC 16876, LMG 24336, JCM 18061, NBRC 106372",1,"Herbidospora daliensis",1
133792,MN08-A0118,"NBRC 105882, VTCC D9-22",1,"Herbidospora mongoliensis",1
133560,0351M-12,"FIRDI 003, BCRC 16875, LMG 24337, JCM 18062, NBRC 106371",1,"Herbidospora yilanensis",1
132646,SD1D,"DSM 100831, CECT 8959",1,"Herbinix luporum",0
,,,,,1
11303,ULPAs1,"DSM 17148, CCUG 53683, CCM 7303, LMG 22961",1,"Herminiimonas arsenicoxydans",0
24261,,"DSM 28178, CCM 7991, CCUG 53591",1,"Herminiimonas contaminans",0
11307,UMB49,"DSM 21140, ATCC BAA 1623, CCUG 59859",1,"Herminiimonas glaciei",0
11306,NS11,"DSM 18748, CCM 7436, NEU 1218",1,"Herminiimonas saxobsidens",0
6357,PC80,"DSM 15481, ATCC BAA 674, NRRL B-23458",1,"Hespellia porcina",0
6356,PC18,"DSM 15480, ATCC BAA 677, CCUG 46279, NRRL B-23456, CIP 108344",1,"Hespellia stercorisuis",0
1102,"RT 10","DSM 9356, CIP 104972, LMG 17952",1,"Heyndrickxia oleronia",1
1149,"M 215, MB581","DSM 10599, LMG 17668",1,"Heyndrickxia sporothermodurans",1
6199,,"DSM 5838, ATCC 49814, IFAM 1418",1,"Hirschia baltica",0
133891,M-M23,"KCTC 32081, CCUG 62793",1,"Hirschia litorea",0
11868,AM1V30,"DSM 16655, CECT 5682",1,"Hoeflea alexandrii",0
11870,DFL-43,"DSM 17068, CIP 109233, CCUG 59890, NCIMB 14078",1,"Hoeflea phototrophica",0
5417,,"DSM 3989, ATCC 27806, KCTC 5969, CCUG 28091, VPI C17-5, JCM 10412",1,"Holdemanella biformis",0
17982,,"DSM 15118, JCM 13267, GPC 589",1,"Howardella ureilytica",0
17886,,"DSM 45258, CIP 109864, NBRC 109631, OFN S31, JCM 18112",1,"Hoyosella altamirensis",0
132659,J12GA03,"DSM 101985, CGMCC 1.15478, JCM 32492",1,"Hoyosella rhizosphaerae",0
8593,DQS3-9A1,"DSM 45089, CGMCC 4.3532, JCM 17490, NBRC 109087",1,"Hoyosella subflava",0
133246,LIP-1,"CCTCC AB 2015422, KCTC 39698, JCM 33576",1,"Huakuichenia soli",0
166146,Soil36-7,"MCCC 1A12105, KCTC 62334",1,"Hydrocarboniclastica marina",0
133605,B2-9,"CGMCC 1.7049, NBRC 104238",1,"Hydrocarboniphaga daqingensis",0
782,MA-48,"DSM 2000, ATCC 43741, CCUG 26017, CIP 106933, LMG 7133",1,"Hydrogenibacillus schlegelii",1
17692,SW512,"DSM 24774, CGMCC 1.5070, JCM 14861",1,"Hydrogenoanaerobacterium saccharovorans",0
512,TK-6,"DSM 6534, IAM 12695, JCM 7687, NBRC 102181",1,"Hydrogenobacter thermophilus",0
134293,"K1 02","KCTC 12980, CCUG 54518",1,"Hydrogenophaga bisanensis",0
2972,EMB71,"DSM 17962, KCTC 12613",1,"Hydrogenophaga caeni",0
140763,S10,"KCTC 52520, JCM 31711",1,"Hydrogenophaga soli",0
6137,"16C, C16","DSM 21442, JCM 16106",1,"Hydrogenophilus islandicus",0
11927,TH-55,"DSM 12353, ATCC 35932, LMD 84.20",1,"Hydrogenovibrio crunogenus",0
11933,"HL 5","DSM 15072, CIP 109407, UNIQEM U 221",1,"Hydrogenovibrio halophilus",0
11923,JB-A1,"DSM 12350, ATCC 700877",1,"Hydrogenovibrio kuenenii",0
11930,I78,"DSM 16397, JCM 12397",1,"Hydrogenovibrio thermophilus",0
17765,AF-51,"DSM 23241, LMG 25526",1,"Hydrotalea sandarakina",0
133120,16F3P,"KCTC 52194, JCM 31653",1,"Hymenobacter aquaticus",0
164676,BRD72,"JCM 33837, KCTC 72649",1,"Hymenobacter baengnokdamensis",0
159882,DK6-66,"CGMCC 1.15795, KCTC 52629",1,"Hymenobacter bucti",0
140596,P5239,"LMG 29441, CCM 8649",1,"Hymenobacter coccineus",0
3810,,"DSM 21074, KCTC 22258, LMG 24498, Dae 14",1,"Hymenobacter daecheongensis",0
133418,ZLB-3T,"CCTCC AB 207171, NRRL B-51267",1,"Hymenobacter deserti",0
140598,P5086,"LMG 29440, CCM 8648",1,"Hymenobacter glacialis",0
166198,P6312,"CCM 8763, LMG 30612",1,"Hymenobacter humicola",0
140597,P3150,"LMG 29435, CCM 8643",1,"Hymenobacter lapidarius",0
164337,9PBR-2,"JCM 32699, GDMCC 1.1492",1,"Hymenobacter metallilatus",0
133201,P3,"DSM 101755, NBRC 111535",1,"Hymenobacter nivis",0
3804,Tibet-IIU11,"DSM 18569, CGMCC 1.6365",1,"Hymenobacter psychrotolerans",0
133390,K2-33028,"CCTCC AB 2016091, KCTC 52447",1,"Hymenobacter rutilus",0
134203,PB17,"KCTC 12607, LMG 24240, UCCCB21",1,"Hymenobacter soli",0
140561,POB6,"KCTC 52271, JCM 31659",1,"Hymenobacter tenuis",0
134255,X2-1g,"CCTCC AB 206080, IAM 15452, JCM 23206, BCRC 80947, CIP 109772",1,"Hymenobacter xinjiangensis",0
159821,2ED5,"CGMCC 1.16466, JCM 32612",1,"Hyphobacterium indicum",0
140468,WM6,"MCCC 1K03222, KCTC 52487",1,"Hyphobacterium vulgare",0
140765,HSF6,"MCCC 1K03223, KCTC 52486, DSM 109355",1,"Hyphococcus flavus",0
17737,F12,"DSM 19957, KCTC 19879, NBRC 102561",1,"Iamia majanohamensis",0
141119,JBKA-6,"ATCC BAA 2465, JCM 18228",1,"Ichthyobacterium seriolicida",0
140803,201-F6,"NBRC 110686, TISTR 2288, DSM 112585",1,"Ideonella sakaiensis",0
6231,F23,"DSM 16139",1,"Idiomarina fontislapidosi",0
133925,SW104,"CGMCC 1.10824, JCM 18138",1,"Idiomarina indica",0
6232,R22,"DSM 16140",1,"Idiomarina ramblicola",0
133294,CC-PW-9,"JCM 19757, BCRC 80745",1,"Idiomarina tyrosinivorans",0
159851,UAE-HKU57,"CCOS 1165, NBRC 113042",1,"Ignatzschineria cameli",0
17819,Mat9-16,"DSM 19864, NBRC 101810, JCM 16511",1,"Ignavibacterium album",0
235,1607-97,"DSM 15695, ATCC 700630, CCUG 37658, CIP 105896",1,"Ignavigranum ruoffiae",0
140269,NYU-BL-A3,"DSM 103668, ATCC TSD-63",1,"Ileibacterium valens",0
5746,K1,"DSM 24931, JCM 17677, MTCC 11055",1,"Imtechella halotolerans",0
164124,S5-TSA-19,"JCM 31737, KCTC 33871, MTCC 12608",1,"Indiicoccus explosivorum",0
23449,TNR-25,"DSM 27144, BCRC 80211, LMG 25721",1,"Inhella fonticola",0
132414,S2479,"DSM 100275, VKM B-2962",1,"Inmirania thermothiophila",0
13942,,"DSM 25189, KCTC 12574, LMG 23638, Gsoil 080",1,"Inquilinus ginsengisoli",0
24772,SRB-521-5-l,"DSM 26588, CCUG 63529, KCTC 15744, JCM 32124",1,"Intestinimonas butyriciproducens",0
,,,,,1
132373,,"DSM 29621, MCCC 1K00454, NBRC 110749, MUSC 78",1,"Intrasporangium flavum",0
133277,C-3,"JCM 17843, LMG 28660",1,"Iodidimonas muriae",0
12586,CLG,"DSM 21863, CCTCC AB 208287, JCM 17812",1,"Isoptericola jiangsuensis",0
12587,H17,"DSM 24300, CCTCC AB 2011005, JCM 19549",1,"Isoptericola nanjingensis",0
6265,H2.16B,"DSM 18333, CCUG 49715, CIP 108728, JCM 14734, IAM 15369, JCM 21813, NBRC 107843, NCIMB 14557",1,"Janibacter anophelis",0
24109,HR08-44,"DSM 26154, NBRC 107693",1,"Janibacter cremeus",0
6263,CM2104,"CCUG 54528, CIP 108643, DSM 16063, JCM 12321, KCTC 9987, NBRC 107855",1,"Janibacter melonis",0
158617,JSSK-16,"KACC 19436, KCTC 62137, NBRC 113018",1,"Jannaschia confluentis",0
133693,CFPB-A9T,"LMG 22015, NBRC 100362",1,"Jannaschia cystaugens",0
132846,CL-SP26,"DSM 104837, JCM 13035, KCCM 42114, CECT 7799, CIP 109167",1,"Jannaschia seosinensis",0
23030,S9-650,"DSM 45627, KACC 16232",1,"Jatrophihabitans endophyticus",0
132631,I13A-01604,"DSM 46866, CPCC 204076, NBRC 110718",1,"Jatrophihabitans huperziae",0
5728,EM39,"DSM 21165, KCTC 22298",1,"Jejuia pallidilutea",0
24800,Jchi,"DSM 28058, BCRC 80367, KCTC 23701",1,"Jeongeupia chitinilytica",0
140572,1805-02,"CCUG 69147, CECT 9157",1,"Jeotgalibaca arthritidis",0
140571,1804-02,"CECT 9156, CCUG 69148",1,"Jeotgalibaca porci",0
1511,YKJ-13,"DSM 18867, CIP 107405, JCM 10872, KCCM 80002, CCM 7134, KCTC 13914",1,"Jeotgalibacillus alimentarius",1
133266,JC303,"KCTC 33662, LMG 28756",1,"Jeotgalibacillus alkaliphilus",1
1512,SF-57,"DSM 18983, CIP 108511, JCM 11810, KCCM 41644",1,"Jeotgalibacillus campisalis",1
1513,ASL-1,"DSM 23492, CCUG 56751, KCTC 13257, ASL -1",1,"Jeotgalibacillus salarius",1
1514,P9,"DSM 23228, LMG 25523",1,"Jeotgalibacillus soli",1
130206,,"DSM 22174, KCTC 13528, JSM 081008",1,"Jeotgalibacillus terrae",1
14415,MPA-33,"DSM 22420, CCM 7679, CCUG 57953, MPA 33",1,"Jeotgalicoccus aerolatus",0
14416,"MK-7, MK7","DSM 22419, CCM 7682, CCUG 57956",1,"Jeotgalicoccus coquinae",0
14414,NY-2,"DSM 23851, CCTCC AB 208288, JCM 15687",1,"Jeotgalicoccus huakuii",0
14413,,"DSM 19772, CCTCC AA 207028, KCTC 13189, JSM 076033",1,"Jeotgalicoccus marinus",0
14417,,"DSM 23006, KCTC 13714, JSM 077023",1,"Jeotgalicoccus nanhaiensis",0
14410,,"DSM 17030, CCUG 42722, CIP 107946",1,"Jeotgalicoccus pinnipedialis",0
132617,140805-STR-02,"DSM 102815, CCM 8667, LMG 29445",1,"Jeotgalicoccus schoeneichii",0
17821,,"DSM 44835, CCTCC AA 204001, KCTC 19044, YIM 002, JCM 13367, BCRC 16824, CIP 108735, NCIMB 14350",1,"Jiangella gansuensis",0
17825,15-Je-017,"DSM 45357, CCM 7680, CCUG 57954, JCM 17970",1,"Jiangella muralis",0
,,,,,1
159791,,"NBRC 113144, TBRC 7644, PLAI 1-1, JCM 32592",1,"Micromonospora zingiberis",1
10620,NP8-5,"DSM 45133, CIP 110031, KCTC 19360, JCM 16948",1,"Jongsikchunia kroppenstedtii",0
17784,,"DSM 22815, CCUG 53819, CIP 109408, ADV 126, AIP 136.05",1,"Jonquetella anthropi",0
5732,EN5,"DSM 19592, CGMCC 1.6973, KCTC 12518",1,"Joostella marina",0
13564,Ko04,"DSM 23481, KCTC 12575, LMG 23410",1,"Kaistia granuli",0
24471,E94,"DSM 25966, CCM 8401, CIP 110381, LMG 26925",1,"Kaistia hirudinis",0
24804,JKG1,"DSM 26889, JCM 19132",1,"Kallotenue papyrolyticum",0
397,SW-154,"DSM 16071, KCTC 12183, JCM 12318",1,"Kangiella aquimarina",0
133675,YCS-5,"KCTC 23420, CCUG 60526",1,"Kangiella geojedonensis",0
396,SW-125,"DSM 16069, KCTC 12182, JCM 12317",1,"Kangiella koreensis",0
133782,KM1,"BCRC 80329, JCM 17728",1,"Kangiella marina",0
133836,BB-Mw22,"KCTC 23892, CCUG 62217",1,"Kangiella sediminilitoris",0
133783,KT1,"BCRC 80330, JCM 17727",1,"Kangiella taiwanensis",0
13290,,"DSM 43828, ATCC 39323, IFO 14493, JCM 7912, NBRC 14493, HUT 6562, IMSNU 21282, KACC 20025, KCTC 9293, NRRL B-16436, VKM Ac-1316",1,"Kibdelosporangium aridum subsp. aridum",1
13291,,"DSM 44150, ATCC 39922, IFO 15152, NBRC 15152, JCM 9107, IMSNU 21347, KCTC 9363, NRRL B-24462",1,"Kibdelosporangium aridum subsp. largum",0
140582,K08-0175,"DSM 103925, TBRC 6786, NBRC 112388",1,"Kibdelosporangium kanagawaense",1
13292,A80407,"DSM 44226, ATCC 49844, NRRL 18198, JCM 9918, IFO 14839, IFO 15154, KCTC 9838, NBRC 14839, NBRC 15154, NCIMB 13200",1,"Kibdelosporangium philippinense",1
140583,K10-0543,"NBRC 112389, TBRC 6787, DSM 103926",1,"Kibdelosporangium rhizosphaerae",1
140584,K12-0791,"DSM 103985, TBRC 6788, NBRC 112390",1,"Kibdelosporangium rhizovicinum",1
158283,,"DSM 102158, KCTC 39739, YIM 121940",1,"Kineococcus aureolus",0
134344,KKD096,"TISTR 1856, NRRL B-24568, BCC 26245, NBRC 103943, JCM 15972, KACC 14421",1,"Kineococcus gynurae",0
140890,L2-1-L1,"BCC 75409, NBRC 110933",1,"Kineococcus mangrovi",0
158284,,"DSM 102155, KCTC 39738, YIM 121936",1,"Kineococcus terrestris",0
6319,S2-20,"DSM 22857, KCTC 19474, CCTCC AB 207179, JCM 16219, NBRC 107624",1,"Kineococcus xinjiangensis",0
6327,VN05A0415,"DSM 45444, JCM 31032, NBCR 104154, VTCC A-0961, NBRC 104154",1,"Kineosporia babensis",1
6328,,"DSM 45271, CCTCC AA 208061, JCM 16902, YIM 65293",1,"Kineosporia mesophila",1
133070,KNHs209,"DSM 100556, ATCC TSD-26",1,"Kineothrix alysoides",1
140547,,"CSUR P957, CCUG 69806, SCH Sch538",1,"Kingella negevensis",0
14860,2291-120,"DSM 44785, HKI 0189, NCIMB 13973, JCM 13002, BCRC 16815, IAM 15268, NBRC 101834",1,"Kitasatospora arboriphila",1
15015,A-377,"DSM 40127, ATCC 10762, ATCC 23884, CBS 664.68, IFO 12594, IFO 12843, ISP 5127, JCM 4008, KACC 20180, NBRC 12594, NBRC 12843, NRRL 2209, RIA 1129, BCRC 11610, CBS 434.51, CCM 3239, CECT 3206, CGMCC 4.0568, CIP 57.11, HAMBI 1072, HAMBI 313, HUT 6048, HUT 6097, ICMP 499, IFM 1042, IFM 1218, IFM 1219, IFO 3712, IMET 43577, JCM 4624, LMG 5968, MTCC 325, NBIMCC 3424, NBRC 3712, NCAIM B.01479, NCIMB 8234, NRRL B-2183, NRRL B-2657, NRRL B-5404, NRRL ISP-5127, RIA 57, VKM Ac-771, VTT E-042475",1,"Kitasatospora aureofaciens",1
14861,2050-015,"DSM 44786, HKI 0314, NCIMB 13974, JCM 13003, IAM 15269, NBRC 101835",1,"Kitasatospora gansuensis",1
14855,AM-9660,"DSM 43859, AS 4.1869, IFO 14371, JCM 3339, NBRC 14371, NRRL B-16229, BCRC 13377, CGMCC 4.1869, KACC 20228, KCTC 9745, KCTC 9791, MTCC 1524, VKM Ac-2002",1,"Kitasatospora griseola",1
14856,"LL 80","DSM 43929, ATCC 49055, IFO 14789, NBRC 14789, NRRL B-16109, JCM 9868, IAM 15162, KACC 20237, KCTC 9733, VKM Ac-2516",1,"Kitasatospora mediocidica",1
15413,"IPCR 7617","DSM 40222, ATCC 23938, CBS 278.65, CBS 922.68, IFO 12891, ISP 5222, JCM 4062, JCM 4653, NBRC 12891, NRRL B-2923, RIA 1166, BCRC 13799, CGMCC 4.1437, IFM 1195, KCTC 19951, NCIMB 9852, NRRL ISP-5222, VKM Ac-625",1,"Kitasatospora misakiensis",1
14862,2148-013,"DSM 44787, HKI 0315, NCIMB 13975, JCM 13004, IAM 15272, NBRC 101836",1,"Kitasatospora nipponensis",1
14863,2292-041,"DSM 44788, HKI 0190, NCIMB 13976, JCM 13005, IAM 15270, NBRC 101837",1,"Kitasatospora paranensis",1
16344,KA-338,"DSM 43860, IFO 14372, JCM 3340, NBRC 14372, NRRL B-16230, BCRC 12447, CCM 4152, KACC 20226, KCTC 9735, KCTC 9792, VKM Ac-2006",1,"Kitasatospora phosalacinea",1
15487,,"DSM 40341, ATCC 14125, ATCC 25488, CBS 175.61, IFO 13971, JCM 4434, NBRC 13971, RIA 1268, RIA 832, ISP 5341, KCC S-0434, BCRC 12241, CBS 299.65, CBS 916.69, CGMCC 4.1465, IFO 13076, IFO 13877, KCTC 19966, NBRC 13076, NBRC 13877, NRRL B-3291, NRRL B-5753, NRRL ISP-5341, PCM 2371, VKM Ac-996",1,"Kitasatospora aureofaciens",0
,,,,,1
134155,VT-36,"MTCC 6546, DSM 44898, JCM 13010",1,"Kitasatospora sampliensis",1
16345,"KM 6054","DSM 43861, ATCC 33774, IFO 14216, JCM 3304, KCC A-0304, NBRC 14216, BCRC 13404, CGMCC 4.1210, CGMCC 4.1226, CGMCC 4.1247, HUT 6571, IMSNU 21321, KACC 20032, KCTC 9182, KCTC 9793, NCIMB 13310, NRRL B-16185, PCM 2323, VKM Ac-900",1,"Kitasatospora setae",1
14864,2293-012,"DSM 44789, HKI 0186, NCIMB 13977, JCM 13006, IAM 15271, NBRC 101838",1,"Kitasatospora terrestris",1
14867,52108a,"DSM 44826, AS 4.1878, JCM 14111, CGMCC 4.1878",1,"Kitasatospora viridis",1
157757,06D021,"DSM 105630, CIP 111401",1,"Klebsiella grimontii",0
133650,LX3,"DSM 16265, JCM 12419, CCUG 57108, CIP 108642, LMG 23571",0,"Klebsiella variicola",0
7332,"44C3, C44","DSM 18031, ATCC BAA 1524, JCM 16542",1,"Klugiella xanthotipulae",0
6271,5317S-21,"DSM 18566, KACC 20583, JCM 16377, NBRC 106306",1,"Knoellia aerolata",0
6272,TL1,"DSM 25785, CGMCC 1.10749, KCTC 19810, JCM 18318",1,"Knoellia flava",0
134268,3-M5-R-4,"ATCC BAA 1496, CIP 109413, JCM 15662, KCTC 39578, NCIMB 14307",1,"Knoellia remsis",0
7660,,"CCUG 55750, CCM 7384, DSM 17006, CCTCC AA 203006, CIP 107966, KCTC 19010, YIM 70003, JCM 14735, NCIMB 14352",1,"Kocuria aegyptia",0
140923,CM1E1,"HAMBI 3625, LMG 28671, CCBAU 101092",1,"Kocuria arsenatis",0
133498,SJ2,"KCCM 42914, LMG 24672, JCM 18958",1,"Kocuria gwangalliensis",0
7659,K07-05,"DSM 44905, JCM 13326, MTCC 7020, CCUG 56039, CIP 109344, NCIMB 14351",1,"Kocuria himachalensis",1
7657,,"DSM 16420, KCTC 9943, KMM 3905, CCUG 51442, JCM 13363, NBRC 110801",1,"Kocuria marina",0
133058,FXJ8.095,"DSM 24949, CGMCC 4.6946",1,"Kocuria oceani",0
140489,RS-2-3,"NBRC 110990, InaCC A704",1,"Kocuria pelophila",0
141150,Hv14b,"DSM 28714, CECT 9229",1,"Kocuria salina",0
45,G5-1,"DSM 24098, JCM 25156, LMG 26206, NRIC 0798, BCRC 80743",1,"Komagataeibacter kakiaceti",0
134074,CC-AMZ-301,"JCM 18556, BCRC 80464",1,"Kordia aquimaris",0
158674,ZO2-23,"KCTC 52268, JCM 31799",1,"Kordia zosterae",0
4383,Ah-143,"DSM 25165, KCTC 22375, LMG 26131, NCIMB 14469, CCUG 66539",1,"Kosakonia arachidis",0
164525,"GDMCC1.1570, WCHEs120001","JCM 33347, GDMCC 1.1570, NCTC 14272",1,"Kosakonia quasisacchari",0
