"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell width"
158684,JC490,"KCTC 52835, LMG 30048",1,"Chryseobacterium salipaludis",0.2-0.4
164701,"NBC 122","JCM 33980, KCTC 72248",1,"Chryseobacterium salivictor",0.4-0.7
5678,GUM-Kaji,"CCUG 55591, CIP 14047, DSM 17126, NCIMB 14047, BAMY 1001",1,"Chryseobacterium shigense",0.65
5703,JS6-6,"DSM 19298, KACC 12502",1,"Chryseobacterium soli",0.7
5707,1YB-R12,"DSM 22468, CCUG 55604, DSM 1183",1,"Chryseobacterium solincola",0.5-1
133828,THMBM1,"CGMCC 1.10941, NBRC 108747",1,"Chryseobacterium taihuense",0.5
134196,Soil-3-27,"BCRC 17412, IAM 15317, LMG 23355, JCM 21767, CGMCC 1.11040, NCIMB 14327",1,"Chryseobacterium taiwanense",0.58-0.85
133475,X-65,"CCTCC AB 208154, NRRL B-51322, CCUG 68730, NCTC 13490",1,"Chryseobacterium taklimakanense",0.5
5509,EP105,"DSM 16811, NCIMB 14026",1,"Chryseobacterium tenax",0.6-0.7
5708,,"DSM 22251, CCUG 57657, CIP 110413, IMMIB L-1519",1,"Chryseobacterium treverense",0.5-0.6
5701,F-Fue-04IIIaaaa,"DSM 18017, CCUG 52546, CIP 110146",1,"Chryseobacterium ureilyticum",0.7
133652,GIMN1.005,"CCTCC M209230, NRRL B-59550",1,"Chryseobacterium vietnamense",0.4-0.8
133773,687B-08,"CECT 7793, CCUG 60103",1,"Chryseobacterium viscerum",0.8
5682,"R2A 10-2","DSM 17724, KACC 11468",1,"Chryseobacterium wanjuense",0.7-0.8
159842,SDU1-6,"CGMCC 1.13492, JCM 32520",1,"Chryseolinea flava",0.2-0.4
24794,RYG,"DSM 24574, ATCC BAA 2075",1,"Chryseolinea serpens",0.5
23198,JC16,"DSM 23442, NBRC 105215",1,"Chryseomicrobium amylolyticum",1
141028,THG-T1.18,"KACC 18929, CCTCC AB 2016179",1,"Chryseomicrobium deserti",0.5-0.7
159857,ET03,"KCTC 33943, LMG 30119, JCM 32415, MCC 3378",1,"Chryseomicrobium excrementi",0.5
140621,PU1,"NBRC 106750, KCTC 13722, JCM 16712, CCUG 59101",1,"Chryseomicrobium palamuruense",0.6-0.7
163760,Ys,"JCM 30318, LMG 30359",1,"Chryseotalea sanaruensis",0.1-0.2
24814,Ellin428,"DSM 22515",1,"Chthoniobacter flavus",0.9
133409,ED7,"JCM 30603, KCTC 42450",1,"Chthonobacter albigriseus",0.8-1.0
17843,T49,"DSM 23976, ICMP 18418",1,"Chthonomonas calidirosea",0.5-0.7
133670,9163,"KCTC 13729, CCUG 59778",1,"Chungangia koreensis",0.35
158347,A.slu09,"DSM 104151, KACC 19080, LMG 29962",1,"Ciceribacter azotifigens",0.5-1
24486,MSSRFBL1,"DSM 25528, KCTC 32403",1,"Ciceribacter lividus",0.4
158569,F43b,"CCTCC AB 2016062, KCTC 52231",1,"Ciceribacter thiooxidans",0.6-0.8
7632,,"CCUG 51943, CCTCC AA 203008, DSM 15665, CCTCC AA 20308, KCTC 19012, YIM 70010, JCM 13012, CIP 107968",1,"Citricoccus alkalitolerans",0.65
7633,02-Je-010,"DSM 22055, CCM 7609, CCUG 57388, JCM 18704",1,"Citricoccus parietis",1.3
7634,FS24,"DSM 23847, CGMCC 1.7064, JCM 15136",1,"Citricoccus zhacaiensis",0.5
133060,97/79,"DSM 103031, CIP 106467",1,"Citrobacter europaeus",1-2
140426,A60,"DSM 104542, CECT 9236",1,"Citrobacter portucalensis",1-2
17783,158,"DSM 19522, JCM 14828",1,"Cloacibacillus evryensis",0.8-1
23440,CL-84,"DSM 25858, CCUG 62631, KCTC 15364",1,"Cloacibacillus porcorum",1
133580,R2A-16,"CGMCC 1.7656, NBRC 104931",1,"Cloacibacterium rupense",0.2-0.3
2869,37HS60,"DSM 22131, CCUG 53849, JCM 14354",1,"Clostridiisalibacter paucivorans",0.5
2833,"JW/4JL B3","DSM 17425, ATCC BAA 1220",1,"Clostridium aciditolerans",0.75
2846,HY-45-18,"DSM 19521, IMSNU 40129, JCM 13194, KCTC 5147",1,"Clostridium aestuarii",0.7-0.8
2850,SW408,"DSM 21864, AS 1.5069, CGMCC 1.5069, JCM 14823, KCTC 15216",1,"Clostridium amylolyticum",0.5-0.7
159644,YB-7,"DSM 110900, CICC 24109, KCTC 15555",1,"Clostridium beihaiense",0.9-1
2817,P7,"DSM 15243, ATCC BAA 624, KCTC 15178",1,"Clostridium carboxidivorans",0.5
2855,BL-28,"DSM 21758, KCTC 15122, NRRL B-51352",1,"Clostridium cavendishii",0.7
2568,743B,"DSM 3052, ATCC 35296, OCM 3",1,"Clostridium cellulovorans",0.7-0.9
,,,,,1.5-2
159814,YH-tan31,"KCTC 15630, JCM 32793",1,"Clostridium composti",0.1-0.3
2836,SL1,"DSM 12750, ATCC BAA 623",1,"Clostridium drakei",0.6
164372,JN500901,"JCM 32827, CICC 24501",1,"Clostridium fermenticellae",0.5-0.8
2842,HY-42-06,"DSM 18771, IMSNU 40127, JCM 13193, KCTC 5146",1,"Clostridium ganghwense",0.7-0.8
133372,ZGM211,"CICC 24070, BCRC 80950",1,"Clostridium guangxiense",0.8-1.0
2856,BL-20,"DSM 21757, NRRL B-51348",1,"Clostridium hydrogeniformans",0.9
132388,BEY10,"DSM 100320, ACCC 00785",1,"Clostridium liquoris",0.5-1
2831,R1,"DSM 17049, CCUG 50446",1,"Clostridium lundense",0.56
166338,"CSURP1360, ND2","DSM 27309",1,"Clostridium massiliamazoniense",0.8-1
5434,2055,"DSM 3984, ATCC 25546, CCUG 28088, JCM 9990, VPI 0142B",1,"Clostridium moniliforme",0.6-0.9
2847,,"DSM 21057, JCM 14030, MTCC 7832",1,"Clostridium nitrophenolicum",0.6-0.9
158307,MJC39,"DSM 103944, JCM 31506",1,"Clostridium pabulibutyricum",0.4-0.8
2841,ISDg,"DSM 18823, ATCC 700394",1,"Clostridium phytofermentans",0.5-0.8
2832,AP15,"DSM 17394, JCM 13289",1,"Clostridium schirmacherense",0.5-0.7
2851,A121,"DSM 17763, KCTC 15160, VKM B-2369",1,"Clostridium tagluense",1.1
5445,87,"DSM 3997, ATCC 29255",1,"Clostridium tarantellae",1.3-1.6
2845,,"DSM 19306, VKM B-2459, SG 508",1,"Clostridium tepidiprofundi",0.5
140317,,"DSM 104389, NRRL B-65463, IEH 97212",1,"Clostridium tepidum",1.3-1.6
132376,XA,"DSM 29843, CGMCC 1.15041, JCM 33035",1,"Cnuibacter physcomitrellae",0.3-0.5
133779,,"NRIC 0815, CCUG 49560, KMM 1561",1,"Cobetia amphilecti",0.85
133504,JO1,"KCTC 22486, JCM 15644, NRIC 0824",1,"Cobetia crustatorum",0.6
133778,,"KMM 3880, NRIC 0814, CCUG 49563",1,"Cobetia litoralis",0.8
133777,,"NRIC 0813, CCUG 49562, KMM 3879",1,"Cobetia pacifica",0.85
17918,Sh2,"DSM 24830, JCM 16494, KMM 3898, NRIC 0757",1,"Cocleimonas flava",0.9
133286,Braz8,"LMG 29552, CIP 111088",1,"Coetzeea brasiliensis",1
24507,"GSW-6, GSW-M6","DSM 28223, CCUG 60021, KCTC 23347",1,"Cognatishimia maritima",0.4-0.8
17664,CL-GR15,"DSM 18289, KCCM 42319",1,"Cohaesibacter gelatinilyticus",0.3
134000,JC131,"KCTC 32038, NBRC 109022",1,"Cohaesibacter haloalkalitolerans",0.45
166223,YE-B6,"MCCC 1A13131, KCTC 62716",1,"Cohaesibacter intestini",0.6-1
133627,,"CGMCC 1.9157, NCCB 100300, DQHS 21",1,"Cohaesibacter marisflavi",0.65
158570,Pch-40,"KACC 19279, JCM 32033",1,"Cohnella algarum",0.9-1
23174,,"DSM 26756, CCTCC AB 2010228, NRRL B-59459",1,"Cohnella arctica",0.2-0.3
11457,FCN3-3,"DSM 26488, KCTC 13645, PCU 32, TISTR 1996, PCU 323",1,"Cohnella cellulosilytica",0.35
166535,M2MS4P-1,"KCTC 43011, CGMCC 1.13745",1,"Cohnella endophytica",0.5-1.0
11450,YT-1101,"DSM 21753, NBRC 104957",1,"Cohnella fontinalis",0.6
133908,CC-Alfalfa-35,"JCM 18405, BCRC 80428",1,"Cohnella formosensis",0.3
11445,GR21-5,"DSM 18997, KACC 11771",1,"Cohnella ginsengisoli",1
158415,20.16T,"DSM 104983, VKM B-2846",1,"Cohnella kolymensis",0.3-0.5
11448,RI-39,"DSM 21336, CCUG 52217, KCCM 10653P, KCTC 3987",1,"Cohnella laeviribosi",0.6
133071,KSS-154-50,"DSM 103658, CCM 8707, LMG 29763",1,"Cohnella lubricantis",0.8-1.0
11451,HY-22R,"DSM 24270, CCTCC AB 208254, NRRL B-59213",1,"Cohnella luojiensis",0.4-0.6
134011,RLAHU4B,"LMG 27416, CECT 8236",1,"Cohnella lupini",0.8-1
11447,GSPC1,"DSM 19269, LMG 24086",1,"Cohnella phaseoli",0.7
141089,CJ22,"KACC 17501, JCM 19227",1,"Cohnella saccharovorans",0.5
133583,MX21-2,"KCTC 22295, PCU 310, TISTR 1892",1,"Cohnella terrae",0.3-0.5
11452,S1-3,"DSM 25241, KCTC 22296, PCU 306, TISTR 1890",1,"Cohnella thailandensis",0.2-0.5
11453,MX15-2,"DSM 25239, KCTC 22294, PCU 309, TISTR 1891",1,"Cohnella xylanilytica",0.3-0.5
11446,5YN10-14,"DSM 18998, KACC 11768",1,"Cohnella yongneupensis",0.7
158408,C3-17,"DSM 104040, KACC 19055",1,"Collimonas antrihumi",0.6-0.8
11308,,"CCUG 48868, DSM 17622, LMG 21973, NCCB 100033, TER Ter6, TER 6, UCCCB6",1,"Collimonas fungivorans",0.4
3050,,"DSM 22478, JCM 16071, YIT 12063, KCTC 15132",1,"Collinsella tanakaei",0.5-1
2877,SMK-10,"DSM 17314, KCTC 12480, SMK 10",1,"Colwellia aestuarii",0.4-0.5
133568,,"KCCM 90077, JCM 15608, KMD 002",1,"Colwellia asteriadis",0.4-0.5
158534,NB097-1,"MCCC 1A11668, KCTC 52554",1,"Colwellia beringensis",0.3-0.6
2879,BCw111,"DSM 22576, CGMCC 1.9127, LMG 25329",1,"Colwellia chukchiensis",0.75
158694,A3,"LMG 30125, NCIMB 15095",1,"Colwellia echini",0.5
133405,MTCD1,"ATCC TSD-5, JCM 30270",1,"Colwellia marinimaniae",0.4-0.5
133324,RA2-7,"KCTC 52417, NBRC 112381",1,"Colwellia mytili",0.3-0.7
133697,Y223G,"JCM 11831, ATCC BAA 637",1,"Colwellia piezophila",0.8-1
134336,537,"CGMCC 1.6132, JCM 13952",1,"Colwellia polaris",0.6-0.9
166230,OISW-25,"KCTC 62426, NBRC 113187",1,"Colwellia ponticola",0.2-0.6
140622,YSM-23,"KCTC 52213, NBRC 111994",1,"Colwellia sediminilitoris",0.2-0.6
158653,SB30-Chr27-3,"CIP 111491, CCM 8815, DSM 106034",1,"Comamonas aquatilis",1
2937,YY287,"DSM 21721, BCRC 17659, LMG 24008",1,"Comamonas composti",0.5
2932,123,"CCUG 44425, KCTC 12931, CCM 7155, DSM 17887, ATCC 700936",1,"Comamonas denitrificans",1.0-2.0
132144,,"DSM 103041, CCTCC AB 2011133, KACC 16241, CY 01",1,"Comamonas guangdongensis",0.35
130254,YW1,"DSM 100319, CCTCC AB 2012033, KACC 16697",1,"Comamonas jiangduensis",0.35
2936,,"DSM 22023, BCRC 17576, LMG 23579, Dant 3-8",1,"Comamonas odontotermitis",0.5-1.0
132361,WYH22-41,"DSM 26017, CGMCC 1.12294",1,"Comamonas phosphati",0.4-0.7
140817,S3,"KEMB 563-466, JCM 31169",1,"Comamonas sediminis",0.3-0.7
2938,BF-3,"DSM 22523, CCTCC AB 209170",1,"Comamonas zonglianii",0.6-0.8
164661,184-8,"JCM 33821, CCM 8895, KCTC 21131, LMG 31050, NCIMB 15152",1,"Companilactobacillus baiquanensis",1
6579,"203, Lb 203","DSM 19674, CECT 7310, JCM 16180, CIP 109926, KACC 16343, LMG 25239, NBRC 107149",1,"Companilactobacillus bobalius",0.71-1.03
164659,8-1(1),"JCM 33819, CCM 8898, KCTC 21115, LMG 31047, NCIMB 15156",1,"Companilactobacillus hulinensis",1
132362,TMW1.2011,"DSM 29801, CECT 8802",1,"Companilactobacillus insicii",1
164663,204-8,"JCM 33823, CCM 8900, KCTC 21133, LMG 31054, NCIMB 15159",1,"Companilactobacillus jidongensis",1
164662,116-2,"JCM 33822, CCM 8899, KCTC 21124, LMG 31051, NCIMB 15158",1,"Companilactobacillus kedongensis",1
164665,33-7,"JCM 33825, CCM 8936, KCTC 21118, LMG 31166, NCIMB 15153",1,"Companilactobacillus keshanensis",1
158793,Hime5-1,"JCM 31635, DSM 103730, Hime 5-1",1,"Companilactobacillus metriopterae",0.2
164660,256-3,"JCM 33820, CCM 8901, LMG 31048, NCIMB 15160",1,"Companilactobacillus mishanensis",1
6628,LP33,"DSM 16982, CIP 108546, TMW 1.1265, JCM 16171, LMG 23510, NBRC 107153, NCIMB 14360",1,"Companilactobacillus nantensis",1
6674,"IZ4B, iz4b-1","DSM 19682, CIP 109958, JCM 14932, NBRC 107160",1,"Companilactobacillus nodensis",1.8
164658,M1575,"JCM 33818, CCM 8892, LMG 31045, NCIMB 15149",1,"Companilactobacillus zhongbaensis",0.5-1
140616,BS27,"KACC 18745, JCM 17664",1,"Compostibacter hankyongensis",0.3-0.5
7514,,"DSM 25625, KACC 13354, NBRC 106304, SMC 46",1,"Compostimonas suwonensis",0.5
3037,KV-962,"DSM 23288, NBRC 106558",1,"Conexibacter arvalis",0.9
140370,YC2-25,"DSM 103719, KCTC 39840, JCM 32753",0,"Conexibacter stalactiti",0.5
140749,XJNY,"KCTC 52638, MCCC 1H00183",1,"Confluentibacter citreus",0.3-0.4
140916,,"KCTC 42777, NBRC 111588, HJM 3",1,"Confluentibacter lentus",0.2-0.4
166258,DSL-48,"KCTC 62648, MCCC 1K03537",1,"Confluentibacter sediminis",0.4-0.6
17910,KT71,"DSM 17192, CECT 7588, NBRC 104960",1,"Congregibacter litoralis",0.4-0.7
140750,,"KCTC 22549, CMPUJ U369, USBA 369",1,"Consotaella salsifontis",0.8-1.5
140951,ZD5-4,"JCM 30076, CGMCC 1.12813",1,"Conyzicola nivalis",0.3-0.8
24338,"123, NSB1","DSM 26242, VKM B-2743, JCM 33896",1,"Coprobacter fastidiosus",0.25
17651,"04OKA010-24, 04OKA10-24","DSM 45221, IAM 15411, JCM 23193, KCTC 12865, MBIC 06463",1,"Coraliomargarita akajimensis",0.5
133672,,"JCM 17525, KCTC 23026, KMM 6217",1,"Corallibacter vietnamensis",0.4-0.5
166176,C4,"ATCC BAA 2611, CICC 10839",1,"Corallincola holothuriorum",0.6-0.7
166126,176GS2-150,"KACC 19890, LMG 31317",1,"Corallincola spongiicola",0.5-1.0
133871,KTSW-6,"BCRC 80176, LMG 25553",1,"Corallomonas stylophorae",0.35
140818,16B10-2-7,"CFCC 12884, KCTC 42249",1,"Corticibacterium populi",0.5-0.9
133399,26D10-3-4,"CFCC 12725, KCTC 33575",1,"Corticicoccus populi",1.2-1.5
166222,3d-2-2,"CFCC 11891, KCTC 52807",1,"Corticimicrobacter populi",0.5
131684,JZ16,"DSM 100882, CCUG 69192, LMG 29813",1,"Corynebacterium crudilactis",0.6-1.3
3235,,"DSM 45436, CCUG 57284, KCTC 19568, JCM 17317, CAU 212",1,"Corynebacterium doosanense",0.9
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,"Corynebacterium efficiens",0.8-1.1
132560,,"DSM 45971, CCTCC AB 2013226, YIM 101506, JCM 31743",1,"Corynebacterium faecale",1
23876,ST18,"DSM 45800, CCUG 63371, CIP 110785, JCM 32210",1,"Corynebacterium frankenforstense",0.75
158588,,"MCC 3388, KCTC 39803, LMG 29598, PRD 07",1,"Corynebacterium gottingense",0.5
158398,NBT06-6,"DSM 105365, MCCC 1K03347",0,"Corynebacterium gottingense",0.57
140638,S01,"KCTC 39608, CCTCC AB 2015423, GDMCC 1.1022, DSM 107476",1,"Corynebacterium guangdongense",0.9-1.5
3240,MFC-5,"CCUG 59866, CGMCC 2452, DSM 45392, NBRC 106098",1,"Corynebacterium humireducens",0.6
23877,RW2-5,"DSM 45799, CCUG 63372, CIP 110786, JCM 32211",1,"Corynebacterium lactis",0.7
3234,Coryn-1,"DSM 45190, LMG 24561, JCM 17018",1,"Corynebacterium maris",0.6
132609,VDS11,"DSM 100104, KCTC 39687, MCC 2722",1,"Corynebacterium pollutisoli",0.51
3208,Y-11,"DSM 44721, CIP 105927, IFO 14764, JCM 10555, NBRC 14764, VKM Ac-2071, CCUG 46354, CCUG 44585, LMG 22191",1,"Corynebacterium terpenotabidum",0.5-0.7
134186,,"KCCM 42265, JCM 13411, KOPRI 13342",1,"Costertonia aggregata",0.35-0.41
159083,"Malle 65, Mal65","DSM 100706, LMG 29792",1,"Crateriforma conspicua",0.8-1.2
141068,,"JCM 19657, KACC 17825, YIM 78023",1,"Crenalkalicoccus roseus",0.6-0.9
166367,HX-7-9,"KCTC 72654, CCTCC AB 2019349",1,"Crenobacter caeni",0.3-0.7
166425,K1W11S-77,"CGMCC 1.13527, NBRC 113452",1,"Crenobacter cavernae",0.5-0.7
140814,KMU-32,"KCTC 42980, NBRC 111834, DSM 108273, KCTC 42981",1,"Cribrihabitans pelagius",0.7-0.8
166154,SX2RGS8,"CGMCC 1.16402, KCTC 62090",1,"Croceibacterium ferulae",0.6-0.7
133445,E4A9,"CGMCC 1.6776, JCM 14846",1,"Croceicoccus marinus",0.8-1.0
133014,Ery22,"DSM 101481, CGMCC 1.15360",1,"Croceicoccus mobilis",0.5-0.8
133013,Ery9,"DSM 101479, CGMCC 1.15358",1,"Croceicoccus pelagius",0.3-0.5
166514,GM-16,"KACC 19611, KCTC 62423, NBRC 113192",1,"Croceicoccus ponticola",0.4-0.8
134349,,"KCCM 42308, JCM 13826, DOKDO 023",1,"Croceitalea dokdonensis",0.4-0.6
134348,,"KCCM 42309, JCM 13827, DOKDO 025",1,"Croceitalea eckloniae",0.3-0.5
140751,H01-35,"MCCC 1K03229, KCTC 52368",1,"Croceitalea marina",0.4-0.6
140752,HSG9,"MCCC 1A06690, KCTC 52589",1,"Croceivirga radicis",0.5-0.8
140753,"182, 0182","KCTC 42868, MCCC 1H00128",1,"Crocinitomix algicola",0.2-0.4
5239,CFS237,"CCUG 55851, DSM 18705, LMG 23823, DES 187, JCM 16467",1,"Cronobacter dublinensis subsp. dublinensis",1
5237,E825,"CCUG 56035, DSM 18702, LMG 23826, API 76-2121, CDC 1058-77",1,"Cronobacter malonaticus",1
5242,"83-07-023, E603, LRA 023 07 83","DSM 21870, ATCC 51329, CIP 103581, WDCM 00213",1,"Cronobacter muytjensii",1
5238,3032,"DSM 18703, LMG 23827, CCUG 55852",1,"Cronobacter turicensis",1
158651,Hh31,"NBRC 107882, CGMCC 1.11213",1,"Cryobacterium aureum",0.4-0.6
24186,Hh8,"DSM 26475, CGMCC 1.11215, NBRC 107879, JCM 18568",1,"Cryobacterium flavum",0.41
24187,Hh34,"DSM 28143, CGMCC 1.11211, NBRC 107883",1,"Cryobacterium levicorallinum",0.43
7306,Hh15,"DSM 26476, CGMCC 1.11210, NBRC 107880, JCM 18569",1,"Cryobacterium luteum",0.44
166224,Hh39,"NBRC 107884, CGMCC 1.11212",1,"Cryobacterium melibiosiphilum",0.5-0.6
7302,0549,"DSM 21575, CGMCC 1.5382, JCM 13925",1,"Cryobacterium psychrotolerans",0.5-0.8
7304,"Rug 17","DSM 21065, JCM 15131, CCUG 55701, CGMCC 1.10672",1,"Cryobacterium roopkundense",0.8
11760,LR7.2,"DSM 15808, ATCC BAA 820",1,"Cryptanaerobacter phenolicus",1
3053,12-3,"DSM 15641, ATCC 700683, CCUG 55773",1,"Cryptobacterium curtum",0.4
6197,CL-GR60,"DSM 18995, KCCM 90027",1,"Cucumibacter marinus",0.4-0.6
140669,2-36,"CCTCC AA 2016026, DSM 103787",1,"Cumulibacter manganitolerans",0.5-0.6
140833,X1,"KCTC 42909, LMG 29218",1,"Cupriavidus nantongensis",1.3-1.5
2053,1245,"DSM 19553, CIP 108725, PNCM 10346, CCUG 53907",1,"Cupriavidus pinatubonensis",0.3-0.6
12636,,"LMG 16711, DSM 1897, ATCC 6919, CCUG 1794, JCM 6425, KCTC 3314, NCTC 737, BCRC 10723, CECT 5684, CGMCC 1.5003, CIP 53.117, KCTC 5008, LMG 3591, NBRC 107605, NRRL B-4224, VKM Ac-1450, VPI 0389",1,"Cutibacterium acnes subsp. acnes",0.4-0.5
133242,,"ATCC 11828, JCM 6473, CCUG 6369, BCRC 16146, KCTC 3320, VPI 0391",1,"Cutibacterium acnes subsp. defendens",0.4-0.5
132605,,"DSM 29427, CCUG 66358, NTS 31307302",1,"Cutibacterium namnetense",0.7-0.8
134150,,"KCTC 12363, LMG 23026, KMM 6143",1,"Cyclobacterium amurskyense",0.3-0.4
,,,,,0.35
134003,HD-17,"KCTC 32178, CCUG 63247",1,"Cyclobacterium caenipelagi",0.35
17717,,"DSM 745, ATCC 25205",1,"Cyclobacterium marinum",0.3-0.4
133805,M12-11B,"KCTC 23011, NBRC 106168, CCUG 58687",1,"Cyclobacterium qasimii",0.2
166288,,"DSM 103992, KCTC 52558, SYSU SYW-6",1,"Cysteiniphilum halobium",0.3-0.8
140321,,"DSM 101832, CGMCC 1.15758, KCTC 52386, NBRC 112441, SYSU D3-2",1,"Cysteiniphilum litorale",0.4-0.5
18157,,"Cb 502",0,"Cystobacter sp.",0.8
158260,5L6,"DSM 104513, CICC 23855, KCTC 33663",1,"Cytobacillus solani",0.6-0.8
1297,1P01SC,"DSM 23495, MTCC 9535, NRRL B-59162",1,"Cytobacillus horneckiae",1.25
1318,"do080905 5-1, G 5819","DSM 23667, CCUG 59877, LMG 25855, WCC 4582",1,"Cytobacillus kochii",0.5-0.8
1303,H2,"DSM 24771, CGMCC 1.10115, JCM 16506, BCRC 80336",1,"Cytobacillus oceanisediminis",0.6-0.8
140355,FJAT-25547,"DSM 101002, CCTCC AB 2015208",1,"Cytobacillus praedii",0.7-1.1
7878,BK51,"DSM 45323, KACC 20899, NRRL B-24774, JCM 17685, NBRC 109092",1,"Dactylosporangium luteum",1-1.2
1904,K107,"DSM 21779, CCUG 54520, KCTC 12981",1,"Daeguia caeni",0.4-0.6
14114,N7,"DSM 19973, KACC 12821",1,"Daejeonella oryzae",0.6
140959,NP5,"KACC 18626, LMG 29198",1,"Daejeonia ginsenosidivorans",0.2-0.5
13895,ED1,"DSM 15892, ATCC BAA 841, CIP 109443",1,"Dechloromonas denitrificans",0.5
10516,Nsw-4,"DSM 24713, BCRC 17934, LMG 24817",1,"Deefgea chitinilytica",0.8
10515,,"DSM 18356, WB 3.4-79",1,"Deefgea rivuli",0.75
3845,SL50,"DSM 21529, VKPM B-10097",1,"Deferribacter autotrophicus",0.55
3841,SSM1,"DSM 14783, JCM 11476, NBRC 101012",1,"Deferribacter desulfuricans",0.3-0.7
18151,S3R1,"DSM 24185, VKM B-2672",1,"Deferrisoma camini",0.55
132415,MAG-PB1,"DSM 29363, JCM 30394",1,"Deferrisoma palaeochoriense",0.5
133635,,"CIP 107350, NCIMB 13612, Ben 114",1,"Defluviicoccus vanus",2.75
133959,BS14,"KACC 16442, JCM 18630",1,"Defluviimonas aestuarii",0.65
140990,DL5-4,"MCCC 1A06955, LMG 29616",1,"Defluviimonas nitratireducens",0.7-0.8
158779,PrR001,"CICC 24263, KCTC 62192",1,"Acidimangrovimonas pyrenivorans",0.5-1.0
140265,A6,"DSM 28090, ACCC 19951",1,"Defluviitalea raffinosedens",1-0.58
17074,"Rsulflac1, Sulflac1","DSM 23805, JCM 17210",1,"Defluviitoga tunisiensis",1
133751,195,"ATCC BAA 2266, KCTC 15142",1,"Dehalococcoides mccartyi",0.15
133898,IP3-3,"JCM 17062, NRRL B-59545",1,"Dehalogenimonas alkenigignens",0.75
140462,NSZ-14,"HAMBI 3672, JCM 19277, VKM B-3058",1,"Dehalogenimonas formicexedens",0.4-1.1
3901,"K-bf-PMWA-4.1, K4.1","DSM 21458, HAMBI 2721",1,"Deinobacterium chartae",0.8-1.3
141115,BM2,"KEMB 5401-184, JCM 30700",1,"Deinococcus actinosclerus",0.8-1.5
3894,TR0125,"DSM 21212, CIP 110035, JCM 11750",1,"Deinococcus aerius",1.25
3897,5516T-9,"DSM 24781, JCM 15442, KACC 12745",0,"Deinococcus aerolatus",1.45
3898,5516T-11,"DSM 24869, JCM 15443, KACC 12746",1,"Deinococcus aerophilus",1.7
3896,ST0316,"DSM 21230, JCM 11751",1,"Deinococcus aetherius",1.25
134316,ME-04-04-52,"LMG 24283, NRRL B-41948",1,"Deinococcus alpinitundrae",2.4
134315,ME-04-01-32,"LMG 24022, NRRL B-41947",1,"Deinococcus altitudinis",1.5
166257,OD32,"KCTC 33972, CICC 24671",1,"Deinococcus arcticus",0.8
133034,FeSTC15-38,"DSM 101791, NCAIM B.02630",1,"Deinococcus budaensis",1
3888,5516J-15,"DSM 18568, CIP 109796, KACC 11606",1,"Deinococcus cellulosilyticus",1.4
134314,PO-04-19-125,"LMG 24282, NRRL B-41949",1,"Deinococcus claudionis",1.5
166403,H1,"CGMCC 1.13938, JCM 33291",1,"Deinococcus detaillensis",0.6-0.7
3893,I-0,"DSM 21396, CGMCC 1.7299, JCM 16679",1,"Deinococcus gobiensis",1.6
158579,THG-AG1.5,"KACC 18850, CCTCC AB 2016078",1,"Deinococcus hibisci",0.9-1.3
23889,MK03,"DSM 27939, JCM 17915, KCTC 13619",1,"Deinococcus humi",0.95
159872,SJW1-2,"KACC 19332, NBRC 112908",1,"Deinococcus koreensis",1.2-1.5
166303,"HUT-8138, KR-1","KCTC 33977",1,"Deinococcus kurensis",0.9-1.0
3887,KR-200,"DSM 19664, CIP 109416, LMG 22246, CCUG 58334",1,"Deinococcus peraridilitoris",1.75
134313,PO-04-20-132,"LMG 24019, NRRL B-41950",1,"Deinococcus radiomollis",1.25
3899,TM-1,"DSM 25938, CGMCC 1.10218, NBRC 106334",1,"Deinococcus reticulitermitis",1.0-2.0
3890,TDMA-uv51,"DSM 22367, CCUG 53611, JCM 14370, NBRC 102117",1,"Deinococcus roseus",0.5
158723,W37,"KCTC 33913, CCTCC AB 2017081",1,"Deinococcus rufus",0.5-0.6
133032,,"DSM 29933, CGMCC 1.15089, YIM F302",1,"Deinococcus saudiensis",0.5-0.9
158571,X-121,"CCTCC AB 207228, KCTC 33842",1,"Deinococcus taklimakanensis",1.2
2954,332,"DSM 21246, LMG 24775",1,"Delftia lacustris",0.6-0.8
22975,wsw-7,"DSM 27241, BCRC 80212, LMG 25724",1,"Delftia litopenaei",0.65
140487,RA6,"LMG 29737, CECT 9171",1,"Delftia rhizosphaerae",08-1.0
2952,T7,"DSM 17581, ATCC BAA 554, NBRC 16741",1,"Delftia tsuruhatensis",0.7-1.2
17840,HR08-7,"DSM 24865, NBRC 105854",1,"Demequina flava",0.7
133136,GHD-1,"KCTC 52260, NBRC 112299",1,"Demequina litorisediminis",0.1-0.4
17838,"RODXS3, SV 45","DSM 19970, LMG 24795, NBRC 106155, JCM 17019",1,"Demequina lutea",0.6
17842,HI08-69,"DSM 24868, NBRC 105856",1,"Demequina mangrovi",0.55
17839,KV-810,"DSM 22060, NBRC 105323",1,"Demequina salsinemoris",0.35
17841,HR08-43,"DSM 24867, NBRC 105855",0,"Demequina sediminicola",0.65
